1.7102 -0.894 0.004
1.5152 -0.880 0.011
1.3140 -0.836 0.009
1.1206 -0.773 0.006
0.9507 -0.702 0.010
0.8064 -0.613 0.007
0.6335 -0.499 0.006
0.5304 -0.415 0.006
0.4394 -0.331 0.006
0.3580 -0.260 0.009
