1.40687  0.0411824
1.45109  0.0340564
1.45717  1.13657
1.47919  2.25309
1.49545  2.7376
1.50974  2.92718
1.53317  3.5451
1.54771  4.09984
1.57443  4.36663
1.59544  4.05759
1.62246  4.74573
1.63275  4.28223
1.68634  5.03351
1.79996  5.6161
2.0214  6.07907
2.1436  6.28946
2.19844  6.29635
2.24096  6.38754
2.31862  6.15562
2.34705  6.32409
2.3984  6.40122
2.44787  6.31684
2.54693  6.33065
2.67249  6.28822
2.70257  6.29517
2.88305  6.37902
2.92199  6.40702
2.95734  6.37885
3.10417  6.39957
3.26674  6.16042
3.35699  6.21639
3.40294  6.16011
3.45328  7.29763
3.49973  7.95763
3.54444  8.64573
3.65087  9.06683
3.76241  9.20702
3.8795  9.69129
